1003,1001
1038,1059,1020,1018,1066
1054
1038,1074,1040,1012,1043
1081
1016,1012
1038,1059,1039,1035,1006,1054
1059,1043
1017
1081,1037
1045
1059,1070,1043,1035
1081,1031
1038,1081,1040,1016,1060,1020,1071,1037,1001,1080
1048,1071
1059,1031,1040,1016,1048,1001
1059
1059,1019
1039,1012,1055,1043,1070,1045,1066
1059,1043,1018
1040,1016,1020,1056,1071,1070,1037,1076,1066
1031,1003,1032
1081,1042,1031,1040,1016,1020,1028,1035,1006,1017,1001,1080
1032
1016
1081,1042,1016,1020,1028,1043,1018,1045,1056
1016,1006,1019,1001
1016,1010,1003,1040
1048
1043
1052,1012,1032
1018,1074,1035
1020
1016,1031,1043,1032
1031,1052,1016,1021,1003
1038,1081,1031,1006,1055,1060,1066,1019
1020,1074,1032
1055,1074,1019
1038,1031,1010,1020,1017,1021,1001
1081,1016,1071,1037,1043
1005
1039
1019
1039,1021
1059
1059,1039,1035,1043,1054
1038,1016,1012,1017,1032,1066
1070
1055,1074
1056
1015,1006,1055,1045,1019
1074
1048,1040
1070,1043,1040
1039,1022,1035
1081,1052,1016,1020,1035
1016,1020,1066
1038,1031,1040,1020,1080,1056,1019
1074
1059,1039,1040
1031,1019,1074,1001
1052,1039,1017,1070,1045,1056,1019
1031,1074,1040,1016,1043,1019
1037,1056,1032
1020,1070
1018
1027,1048,1040
1031,1020,1066,1015,1037,1054,1056
1015
1080,1074,1076,1071
1016,1045,1037,1001
1032
1081,1031,1040,1016,1071,1006,1017
1016,1027,1043,1040
1059,1016,1035,1027,1055,1043,1045
1038
1019
1052,1020,1048,1031
1081,1020,1054
1081,1059,1028,1035
1037,1028,1019
1081,1020,1016,1056
1059,1022,1074,1039,1020,1012,1032,1066
1016
1016,1020,1070,1045,1003,1019
1081,1052,1016,1020,1006,1017,1076,1080,1003
1038,1059,1039,1035,1012,1027,1043,1019
1031,1071,1055,1021,1001
1052
1022,1066,1035,1040
1018,1040
1020,1035,1015,1017,1021,1019
1059
1015,1031,1039,1032
1038,1052,1016,1035,1006,1017,1001,1003
1038,1081,1012
1006,1020,1001
1012
1022
1059,1016,1048,1012,1043,1021,1066
1038,1059,1031,1022,1016,1071,1012,1032,1018,1060,1019
1070,1043,1060
1074
1052,1040,1016,1020,1005,1006,1054
1038,1016,1020,1005,1006
1006
1045,1080,1070
1043,1018
1016,1020,1037
1043
1043,1056
1059
1016,1006,1022,1054
1059,1006,1043,1040
1020,1031,1040
1059,1074,1018
1080,1043,1060
1043,1032
1031,1012
1035
1038
1059,1031,1039,1012,1043,1032,1003,1019
1038,1016,1012
1042,1056,1018
1016,1043,1060
1059,1040,1016,1028,1003,1056
1032
1059,1035,1015,1027,1017,1043,1021,1056
1059,1054
1059
1055
1028,1056
1081,1028
1016,1020,1045,1066
1059,1043,1035
1039
1027,1020,1015,1012
1020,1056,1071
1038,1059
1081,1028
1054,1039
1015
1059
1059
1016,1001
1045
1059,1031,1022,1039,1016,1020,1012,1017,1043,1070,1018,1045,1054
1031,1043
1035
1045,1054,1066
1005,1028,1076,1019
1045,1054,1015
1054,1037
1020
1016,1056
1038,1031,1040
1074
1038,1032
1038,1059,1040
1016,1020,1018
1005
1039,1043,1018
1081,1031,1043,1018,1001,1066
1056
1016,1020,1071,1027,1045
1020,1035,1012
1059,1042,1031,1052,1016,1012,1018,1032,1045
1016,1052
1038,1081,1031,1022,1059,1016,1020,1037,1043,1018,1060
1010,1040,1016,1020,1035,1071,1043,1018,1066
1052,1016,1060,1017,1001
1016
1081
1020
1016
1054,1040
1039,1016,1020,1006,1017,1060,1003,1056
1081,1052,1040,1016,1071,1006,1021,1060,1019
1031,1043
1081,1020,1017,1001,1066
1038,1052,1074,1040,1020,1048,1076,1001,1018,1054
1031,1022,1015,1043,1001
1020,1018
1020,1054
1012
1081,1016,1012,1018,1080
1031,1032
1074,1039,1017,1043,1070,1054
1039
1016,1071
1020,1043,1018
1070,1056,1054
1052,1040,1016,1001,1035,1032
1081,1059,1031,1040,1001,1032
1070,1022,1040
1020,1043,1056,1032
1070
1043,1035,1012
1019
1081,1017,1003
1059,1056
1056,1017,1037,1066
1027,1020,1054
1059
1066
1038,1066,1076,1040
1052,1001,1020,1035,1032
1081,1059,1040,1016,1020,1071,1027,1070,1060,1019
1054
1038,1052,1040,1016,1066
1052,1040,1048,1043,1001
1031,1028,1040
1059,1015,1056
1037,1032
1081,1031,1016,1005,1018,1056,1019
1081,1042,1040,1016,1020,1015,1032,1076,1001
1059,1035,1012,1027,1015,1001
1059
1019,1043,1040
1037,1039
1074,1043,1018,1056,1019
1027,1043,1074
1054,1039
1059,1015,1056
1038,1074,1039,1040,1027,1001,1054
1052,1043,1003
1021
1042,1020,1043,1001
1059
1010,1043,1035
1081,1039,1020,1060,1066
1059,1016,1048,1015,1032
1059
1038,1016,1028,1003,1019
1059,1017,1035,1054
1038,1059,1031,1040,1001
1038,1031,1016,1006,1060,1019
1059
1059,1080,1048,1031
1081,1059,1031,1022,1020,1015,1037,1043,1066
1038,1081,1031,1040,1020,1006,1003
1035,1032
1003,1035,1060
1035,1032
1074,1039
1066
1038,1081,1010,1012,1070,1003
1038,1022,1040,1016,1071,1032,1054
1010,1016,1035,1071,1043,1080,1003
1081,1016,1006,1017,1043,1076
1054,1074,1040
1059,1042,1071,1076,1032
1006,1019
1054,1043,1060
1059,1031,1018,1021,1045,1019
1081,1052,1060
1059,1056,1035
1038,1081,1031,1040,1054
1059,1031,1052,1020,1070,1043,1001
1016,1039,1035
1016,1022,1074
1005,1071
1032
1040,1066,1060
1006,1020,1037
1018,1066,1021
1016,1043
1031,1040,1016,1015,1043,1001,1056,1019
1020,1019
1052,1043
1039
1039
1054,1012
1081,1040,1020,1037,1066
1059,1028,1012,1001,1054
1038,1031,1015,1071,1017
1056,1066
1059,1016,1012,1070,1021,1032
1059
1056
1059,1043,1066
1016,1031,1010,1076
1059,1039
1016,1028,1012,1017,1043,1001,1019
1048,1076
1081,1042,1031,1040,1016,1020,1071,1032,1001,1066
1081,1020,1010,1019
1070
1031,1006,1017,1045,1066
1032
1081,1042,1031,1016,1020,1017,1080,1019
1056
1059
1081,1059,1040,1016,1035,1012,1005,1017,1043,1003
1012,1032,1040
1038,1081,1016,1020,1048,1076
1074
1043,1035
1022,1035,1076
1001
1031,1032
1054,1056
1010,1074,1016,1020,1017,1080,1003,1056
1054,1070,1039,1012
1059,1039
1038,1016,1048
1038,1059,1020,1012,1037,1066,1019
1059,1027,1006,1055,1070,1066,1019
1016
1038,1042,1031,1020,1048,1012,1018,1019
1054,1074,1039,1001
1028
1022,1040,1016,1020,1028,1043,1032
1039,1059,1018,1032
1017,1048
1040
1016
1076,1037,1066,1040
1052
1052,1016,1020,1076,1001
1020
1022,1001,1016,1020,1048,1032,1021,1076
1032
1022,1074,1039,1005,1054
1081,1028,1070,1043,1001
1074,1001,1060
1016,1043,1056
1081,1040,1016,1035,1071,1027,1060
1081,1054,1003,1001
1016,1012,1032
1031,1022,1048,1076,1018,1045,1080,1066
1031,1016,1020,1048,1070,1001,1080,1056
1081,1052,1035,1043,1060
1016,1054,1074,1019
1016
1016
1032,1040
1048
1016,1019,1001
1052,1054
1059
1031,1074,1016,1020,1071,1080,1056
1016,1032
1081,1040,1016,1080,1054,1066
1016,1080,1020,1066
1081,1031,1040,1016,1035,1019
1031,1020,1017,1043,1060
1059,1019
1016,1001
1081,1059,1010,1020,1017,1055,1032,1056
1015
1042,1031,1022,1016,1048,1035,1005,1037,1018,1001
1031,1054,1035,1012
1042,1016,1020,1005,1043,1001
1016,1020,1012,1045,1066
1021
1039
1016,1059,1039,1032
1052
1016,1059,1006
1059,1020,1048,1070,1043
1038
1039
1056
1038,1045,1070,1015
1031,1060
1031,1056,1032
1059,1040,1016,1001,1054
1038,1040,1020,1012,1017,1066
1040
1032
1042,1022,1016,1020,1048,1035,1080
1059,1035
1001
1010,1016,1020,1037,1066,1019
1032
1022,1040,1035,1032,1019
1059
1056
1059,1042,1017,1076
1016,1054
1039
1054,1020,1040,1001
1059,1056,1066,1032
1081,1059,1031,1010,1020,1028,1012,1005,1027,1043,1076,1021
1038,1020,1012
1019
1015,1032
1055,1019,1066,1040
1052,1022,1016,1020,1043,1018,1032
1043
1031,1074,1039,1020,1015,1017,1018,1032,1054
1016,1059,1031
1059,1070
1076
1039
1042,1022,1016,1006,1080
1052,1054,1043,1018
1052,1039
1059,1056
1059
1039
1005,1016
1059
1056
1032
1059,1048,1070,1037,1043,1045
1031,1076
1019,1017,1043,1001
1074,1035,1017,1043,1060,1019
1043,1035
1059,1042,1039,1020,1055,1070,1001,1056
1059,1037,1039,1032
1052,1037,1043,1040
1010,1016,1020,1001,1080
1059,1032,1071
1081,1042,1052,1016,1020,1006,1001
1059,1019
1052,1006,1043,1040
1074,1048,1005,1070,1037,1076,1001
1016,1054,1074
1015
1059,1042,1020,1035,1017,1043,1018,1001,1003
1006,1054,1048
1020,1040
1043,1032
1056
1059
1043
1059,1042,1031,1039,1020,1035,1071,1012,1056,1017,1055,1070,1032,1080,1066
1059,1074,1040,1048,1037,1080,1054
1071,1031,1066,1001
1081,1031,1060,1020,1035,1043,1032,1001
1038,1059
1038
1016
1006,1020,1001
1081,1016,1020,1017,1037,1019
1039,1031,1076
1059
1016,1020,1043
1059,1031,1016,1048,1006,1054
1081
1016,1020,1003,1031
1081,1040,1048,1071,1037
1031,1042,1074,1016,1028,1071,1017,1043,1056
1037
1043,1060
1005,1027
1054,1048,1076
1016,1070,1074,1054
1039
1038,1003
1037,1043
1045,1080,1003,1060
1016,1031
1045,1055,1021,1012
1059,1032
1006,1010,1031
1016,1052,1070,1018
1027,1020
1037
1066
1070
1081,1020,1028,1035,1037,1054,1066
1027
1059,1060,1054,1066,1019
1016
1019,1043,1060
1010,1016,1060,1048,1037,1043,1032,1001,1056
1055
1054
1056,1035
1027,1043
1038,1059,1031,1074,1020,1055,1043,1060,1066,1019
1043
1031,1074
1016,1003
1059,1043,1028
1059
1016,1070,1043
1080
1056
1059,1016,1060,1032,1003
1037
1031,1022,1040
1021,1001
1027,1043,1074
1032
1038,1059,1010,1016,1035,1056,1032,1066
1037,1001
1042,1074,1016,1020,1048,1035,1055,1032,1076,1001,1018,1056
1043,1071
1039
1031,1074,1028,1001,1019
1043
1056
1081,1031,1020,1076,1054
1016,1048,1027,1045,1019
1042,1016,1071,1006,1032,1054,1056
1020
1020,1019,1071
1016,1020,1048,1031
1015
1010,1074
1016,1003,1043,1018
1016,1059,1060
1081,1031,1074,1043,1032
1032
1071
1016,1020,1003
1016,1006,1019
1081,1048
1022,1016,1020,1035,1006,1019
1043,1018
1081,1017,1048
1081,1016,1028,1017,1001
1016,1006,1031,1019
1020,1017,1043,1019
1010
1016,1020,1031,1035
1081,1016,1020,1006,1076
1016,1027,1045,1054
1059,1080,1020,1021
1052,1021,1001
1070,1054
1059
1059,1032
1059,1016,1015,1037,1032
1059,1031,1010,1074,1016,1056,1043,1032,1018,1060,1066
1022,1016,1035,1071,1012,1043,1001,1019
1016,1020,1019,1040
1039
1039
1028
1043,1040
1037
1042,1031,1043,1021,1003
1054,1037,1018
1056
1019
1031,1056,1018
1045,1070,1040
1045
1080,1015
1018,1031,1022,1066
1022,1040,1071,1018,1021
1042,1048,1066,1001
1071
1038,1059,1040,1016,1035,1015,1055,1070,1045,1066,1019
1040,1020,1048,1071,1012,1003
1081,1016,1020,1048,1015,1043,1080,1066
1016,1048,1043
1040,1016,1005,1037,1054,1003
1031,1070
1059,1056,1032
1016,1066,1032
1043,1015,1032
1038,1081,1031,1059,1016,1020,1048,1035,1071,1012,1001,1019
1059,1020,1010
1031
1031,1032
1022,1074,1066
1081,1020,1017,1043,1032,1060,1019
1059,1035
1016,1028,1071
1059,1031,1022,1016,1020,1035,1018,1080
1038,1059,1010,1040,1048,1080
1059,1020
1059,1060
1031,1020,1012,1076,1003
1080
1031,1037,1074
1016,1043
1020,1001
1010,1020,1048,1043,1037,1018,1019
1081,1020,1071
1038,1015
1052,1039
1020,1055,1048,1031
1016,1043,1019
1038,1081,1031,1040,1016,1020,1055,1021
1040,1016,1060,1015,1043,1032
1015
1054
1016,1043,1015
1059
1038,1022,1016,1017,1043,1018
1035
1059,1054
1048,1071
1018,1021,1035,1054
1019,1037,1071
1081,1020,1031
1021,1012
1016,1018,1019
1038
1042,1016,1020,1017,1055
1081,1042,1052,1074,1040,1020,1028,1012,1070,1037,1043,1060,1019
1056
1054,1043
1059
1038,1059
1059
1037
1016,1071
1081,1059,1020,1028,1035,1054,1066,1019
1012
1080
1039,1066
1018
1043,1018
1040,1020,1066,1043,1056
1038,1031,1016,1020,1017,1043,1076,1003,1019
1038,1040,1016,1048,1015,1037,1054
1048
1016,1037,1021
1055,1039,1070
1081,1042,1048,1043
1038,1052,1043
1043,1012
1015
1043
1043,1039,1060
1056
1031,1021,1040
1038
1010,1020,1071,1017,1021
1043
1059,1020,1017,1037,1043,1080,1019
1022
1032
1020,1043
1074,1016,1060,1005,1055,1070,1032,1056
1020,1074,1040
1081,1042,1031,1074,1020,1028,1071,1045,1054,1066
1016,1060
1016,1059,1052
1031
1081,1031,1001,1016,1015,1070,1032
1081,1040,1020,1048,1006
1059,1031,1052,1040,1016,1020,1028,1037,1043,1060
1081,1071,1032,1040
1038,1040,1016,1012,1027,1043,1045,1019
1016,1018
1042,1003,1056,1001
1031,1028,1035,1070,1043,1076,1001
1005,1016,1043
1016,1043,1032,1040
1038,1081,1031,1059,1016,1070,1066
1027,1012
1031,1052,1012
1016
1080
1020,1018,1032
1081,1031,1048,1071,1045
1081,1016,1037,1043,1080,1066
1060,1018,1032,1054,1019
1052,1039
1042
1081,1040,1016,1028,1071,1060
1016,1043,1018
1016,1074
1081,1031
1081,1017,1035
1020,1043
1016
1056
1016,1017,1001
1055
1040,1016,1020,1006,1043,1003
1038,1022,1040,1028,1070,1043,1021,1001
1016,1006,1020
1081
1059
1056
1016,1032,1071
1052,1039
1037
1016,1060
1056
1040,1001
1081,1031,1016,1020,1006,1055
1054
1038,1016,1043,1010
1020,1043,1035
1016
1040,1016,1020,1006,1043,1001
1031,1016,1071,1043,1060
1016,1031
1042,1074,1016,1015,1012,1005,1076,1060,1066
1042,1040,1020,1035,1015,1017,1043,1018
1037,1056
1016,1056,1066
1016,1042
1042,1022,1040,1012,1017,1070,1054,1066,1019
1081,1042,1003
1059
1039
1010,1016,1071,1018,1080
1045
1042,1074,1071,1005,1001
1016,1020,1048,1027,1018
1028
1016,1017,1043,1018,1054
1059,1016,1048,1055,1043
1037
1016,1054,1043,1060
1031,1010,1054
1042,1031,1052,1040,1020,1028,1035
1038,1016,1020,1071,1032,1001
1059,1006
1059,1054,1019
1020
1038,1081,1042,1052,1016,1020,1028,1055,1037,1032,1001,1054
1016,1055,1012,1019
1081,1059,1042,1016,1017,1032,1066
1074
1074
1038,1006,1042,1070
1016,1043,1015
1081,1040,1016,1048,1017
1048,1015
1070
1080,1054,1020,1043
1081,1059,1042,1010,1074,1016,1020,1048,1035,1012,1027,1015,1032,1045
1054
1052,1016,1020,1015,1070,1043,1003,1066
1074,1016,1020,1028,1017,1037,1076,1060,1066
1003,1074,1019
1016,1032,1018,1040
1059,1012
1059
1010,1019
1016
1081,1039,1018
1059,1015,1052,1039
1059,1040,1020,1035,1005,1080,1066
1080,1043,1032,1001
1043,1035
1016
1056
1052,1037
1038,1059,1071,1027,1032
1038,1081,1031,1074,1040,1016,1060,1020,1048,1056,1017,1001,1066
1039
1059
1052,1001
1020
1003,1040
1043,1035,1032
1059,1012
1070,1043,1035,1054
1020,1048,1032
1038,1081,1031,1022,1040,1016,1020,1048,1035,1071,1006,1018,1001,1003,1066,1019
1039
1059,1056,1032
1016,1015,1055,1032,1003,1056
1017
1010,1028,1039
1016,1006,1052,1021
1019
1039
1016
1052,1032
1039
1039
1059,1020,1043,1018,1066
1038
1081,1031,1048,1076
1081,1042,1020,1035,1017,1043
1059,1039,1012,1043,1045,1054
1016
1081,1059,1015,1076,1032,1056
1038,1031,1040,1016,1006,1018,1019
1052,1016,1071,1043,1021,1032,1003
1031,1003,1032,1060
1031,1010,1020,1055,1043,1070,1060,1003,1019
1052,1037
1039
1038,1059,1052,1039,1012,1032
1038,1031,1020,1055,1019
1031
1043,1035
1043,1003
1042,1052,1015
1059
1016,1022,1074
1003,1060
1059
1043,1060
1017,1001
1038,1059,1016
1020,1048,1015,1017,1043,1054
1016,1020,1055
1059,1074,1020,1035,1043,1054
1022,1003,1028,1001
1016
1005,1080,1020
1081,1042,1010,1016,1017,1054
1020,1031
1054
1039
1081,1080,1001
1005,1080,1017,1032
1016,1020,1017,1037
1042,1031,1040,1016,1020,1006,1043,1001
1001
1038,1031,1018
1001
1038,1040,1016,1020,1019
1038,1031,1022
1059,1020,1037,1080,1066,1019
1052,1043
1081,1042,1052,1016,1005,1066
1016,1042
1042,1017,1048,1043
1059,1080,1003
1070
1022,1040,1012,1043,1032,1021,1001
1016,1020,1048,1035,1012,1027,1037,1021,1045
1052
1020,1018,1001
1042
1059,1043
1016,1059,1020,1066
1020
1074,1015
1081,1059
1043,1032,1035,1019
1059
1059
1038,1076
1059,1031,1022,1052,1043,1032
1039
1016,1080
1081,1056,1035
1016,1020,1003,1018
1016,1035,1043,1032,1054,1019
1081,1070,1056
1016,1043,1040
1059
1016,1056,1040
1006,1080
1006,1020,1019
1052,1039,1019
1016,1059,1019
1028
1022,1018
1038,1032,1071
1081,1059,1040,1032,1003
1052,1020,1043,1071
1059
1016,1020,1037,1012
1016,1019
1020,1043,1028
1020
1060
1081,1020,1012,1032
1059,1042,1031,1012,1043,1032,1066
1012,1040
1059
1016,1059,1054
1038,1052,1031,1006,1021,1054
1016
1039,1012,1055,1037,1080
1016,1052,1048,1076
1038,1059,1016,1020,1055,1037,1043,1070,1080,1003,1056
1043
1037,1060
1038,1040,1035,1006,1056
1016,1059,1006
1045
1020,1022
1055,1070
1081,1056,1032
1038,1071,1012,1060
1059,1037,1032
1080,1020,1031,1001
1020,1043
1060
1016,1028,1015,1006,1066
1005,1020
1006,1031
1037
1059,1021
1016
1059,1031,1039,1016,1020,1071,1012,1018,1032,1045,1019
1016,1020,1012
1005,1066,1019
1040,1016,1020,1048,1032,1001
1016,1020,1035
1016,1020,1045
1059,1070
1059
1081,1016,1020,1071,1003
1081,1020,1066
1016,1039,1020,1018
1038,1031,1016,1019
1056,1060
1016,1056
1052
1059,1070,1015
1038,1081,1042,1010,1040,1020,1043,1045,1080,1003
1081
1039
1016,1019
1010
1054
1031,1017,1040
1032
1059
1032
1081,1010,1035,1012,1027,1054,1056
1038,1020,1028,1015,1005,1043,1076
1016,1037,1012
1043,1056
1020
1081,1052,1010,1040,1016,1020,1035,1071,1017,1032,1003
1027
1010,1074
1012
1052
1012,1032
1028
1059,1027,1037,1043,1003
1043
1059,1043,1035
1038,1052,1016,1048,1080,1003
1016,1022
1056
1056
1038,1052,1019
1035,1001
1031,1054,1019
1080,1035,1001
1001
1038,1010,1040,1016,1020,1028,1076,1018,1066
1031,1016,1020,1043,1001
1020,1019
1059
1016
1059,1054,1056
1048
1054
1042,1052,1032,1040
1016,1020
1020,1005,1006,1043,1056
1038,1040,1001
1006,1031
1032
1016,1043
1059,1031,1052,1035,1015,1001,1019
1039,1012,1043,1076,1019
1081,1080
1042
1043
1031
1059,1071,1037,1043,1045,1080
1042,1031,1040,1016,1048,1006,1043,1001,1019
1052,1039,1017,1066,1019
1016,1052
1059,1043
1038,1031,1016,1071,1076
1081,1059,1031,1048,1005,1055
1038,1016,1035,1001
1038,1081,1031,1010,1074,1059,1016,1020,1015,1012,1027,1006,1021,1045,1066,1019
1038,1006,1016,1048
1059,1056
1031,1037
1038,1031,1022,1028,1001,1054,1066
1015
1043,1074,1032
1042,1022,1016,1035,1012,1045
1052,1070,1039,1019
1045,1052,1040
1043
1081,1042,1031,1040,1016,1020,1037,1043
1054,1019
1003
1081,1020
1010,1043,1074
1059,1052,1020,1005,1055,1076
1081,1055,1070
1016
1081,1042,1040,1016,1070
1022,1040,1016,1071,1070,1043
1059
1038,1020,1040
1059,1040,1028,1071,1032
1032,1018,1019
1059,1054,1035
1016,1054,1003
1018
1037
1031,1022,1043
1081,1042,1016,1028,1005,1032,1060,1056
1016,1071
1031,1048,1076
1015,1035
1081
1038,1020,1048,1032
1039
1059,1054,1048,1039
1031
1059
1081,1042,1031,1040,1016,1020,1048,1012,1017,1070,1032,1045,1003,1066
1031,1043,1076
1081,1031,1022,1010,1016,1020,1048,1006,1017,1001,1003
1038,1052
1042,1031,1022,1040,1016,1020,1076,1018
1016,1043,1056
1042,1048,1031
1016,1045
1056
1031,1040,1071,1037,1043,1003
1074,1016,1035,1070,1043
1043
1039,1015,1055,1045,1054,1019
1081,1020,1019
1081,1059,1037,1018,1056
1020,1043,1056
1081,1059,1042,1031,1022,1052,1020,1028,1015,1005,1006,1021,1019
1074
1059,1054,1035
1043
1027,1070,1066
1039
1043
1035
1016,1043
1059,1031,1074,1040,1020,1017,1043,1055,1032,1003,1019
1040,1060,1043,1018,1021
1059,1074,1006,1070,1054,1056
1020,1032
1070
1081,1054,1056,1060
1039
1022,1020,1027,1017,1043,1054,1003
1032
1039
1016,1080
1020
1027,1048
1022,1035,1054
1031,1018
1081,1003
1038,1031,1052,1020,1035,1017,1043,1032
1059,1012,1043,1019
1059,1022,1020,1035,1017
1039
1081,1059,1016,1048,1012,1017
1016
1028
1059,1043,1066
1056
1017,1043,1003
1016,1080,1066
1031,1043
1012
1006,1042
1016,1020,1017
1056
1016,1043,1040
1059,1054,1048,1012
1080,1032,1001
1056
1006,1054,1037,1060
1045,1074
1059,1052,1028
1081,1020,1074,1071
1059,1020,1012
1038,1016,1017,1066
1059
1055
1031,1054,1043,1040
1070,1039
1038,1080,1020,1040
1016,1010,1003
1037
1059,1039,1070,1001,1054
1074,1039,1016,1005,1043,1080,1054,1003
1018,1035
1081,1031,1016,1020,1048,1045,1054
1042,1016,1020,1005,1017,1032,1001,1056
1059,1054
1016,1066,1001
1059,1020
1059,1074,1043,1001,1019
1019
1031,1010
1038,1010,1074,1016,1020,1071,1037,1043,1080,1066
1081,1031,1016,1048,1017,1054,1066
1059,1035,1060
1043
1016,1028,1035,1012,1043,1019
1031,1016,1035,1055,1001
1081,1020,1060
1027,1020,1066
1020
1059,1020,1054
1048,1032,1018,1001
1031,1019,1003,1001
1081,1052,1020,1021,1054
1038,1052,1040,1020,1037,1003
1022,1010,1016,1020,1048,1035,1017,1043,1001,1019
1074,1032,1019
1038,1016,1017
1016,1032
1020,1074
1059,1043,1019
1038,1031,1045,1019
1006
1081,1031,1040,1020,1012,1037,1001,1045
1016,1059,1020,1054
1071
1059,1054,1032
1035
1016,1052,1056,1018
1043,1028,1035
1006,1056
1005,1020
1042,1031,1022,1048,1035,1017,1076,1060,1054,1003
1074,1020,1056,1043,1060,1045,1066
1052,1074,1028,1071,1006,1043,1054
1022,1010,1016,1060,1020,1048,1017,1037,1043,1001,1080
1054,1056
1059
1054,1076
1006
1015
1056
1038,1059,1052,1039,1016,1021,1080,1003
1010,1039
1059,1035,1027,1018,1045
1081,1001,1028,1018,1076
1016,1071
1031,1043,1071
1031,1074,1016,1020,1021,1076
1059,1052,1039,1043,1018,1021
1031,1016,1043,1060,1003
1043,1032
1059,1056,1012
1038,1081,1031,1059,1040,1016,1017,1066
1040,1016,1020,1021,1032,1066
1031
1015
1038,1081,1042,1022,1016,1035,1017,1070,1021,1056
1042,1031,1048,1035,1006,1070,1043,1019
1056,1032
1040,1015,1012,1001,1054,1066
1043
1031,1010,1040,1037,1032
1043,1012
1081,1059,1042,1039,1016,1032,1056
1038,1016,1043
1081,1031,1022,1016,1020,1028,1037,1076,1001,1054
1043,1056
1020,1031
1059
1021
1059,1031,1043,1015
1074
1059,1031,1016,1020,1048
1074,1001
1020,1066
1081,1016
1052
1074,1035,1071
1028,1040
1022,1043
1037,1035
1022,1043,1012
1031,1010,1048,1076
1081,1020
1052,1043,1040
1074
1016,1028
1059,1017,1066,1035
1043
1028,1015,1027,1017,1001,1045
1059,1019
1081,1020,1012,1032,1018,1021,1003
1081,1020,1005,1043,1021
1081,1022,1074,1020,1071
1018
1081,1074,1020,1070,1001,1054
1031,1039,1016,1017,1001
1038,1074,1040,1020,1048,1028,1012,1003,1066
1038,1042,1031,1016,1020,1012,1060,1054
1042,1080,1043
1042,1027,1055,1080,1056
1020,1071,1005,1017,1043,1054,1066
1042,1018,1060
1059
1081
1059,1020,1037,1028
1042,1054,1039,1019
1059,1039,1016,1020,1005,1070
1052,1035,1037,1060,1003,1019
1027,1059
1020,1031
1040
1056,1032
1052,1016,1020,1028,1017,1032,1003,1056
1056,1032
1016
1081,1031,1052,1074,1040,1016,1020,1048,1035,1043,1001,1019
1017,1039
1056
1059,1066,1071
1016
1016,1059,1006,1056
1059,1052,1042,1020,1056
1081,1031,1040,1016,1020,1048,1012,1043,1076,1001,1080,1019
1020
1016,1020,1040
1016,1020,1012,1045,1054,1019
1059,1031,1016,1015,1012,1037
1052,1015,1043,1021,1054
1040,1020,1048,1015,1005,1001,1066
1038,1001
1056,1035
1038,1040,1012,1017,1043,1060,1054
1054,1074,1056
1043,1032
1032
1054
1059,1010,1074,1012,1032,1054
1052
1054,1048,1012
1031
1081,1020,1031,1066
