filename,type,min support,trans,items,time
Data/Online_Retail-formatted-code-number-TOP10.csv,APRIORI,0.01,9604,16868,0.22891759872436523
Data/Online_Retail-formatted-code-number-TOP10.csv,APRIORI,0.05,9604,16868,0.04802298545837402
Data/Online_Retail-formatted-code-number-TOP20.csv,APRIORI,0.01,12375,29166,1.7644970417022705
Data/Online_Retail-formatted-code-number-TOP20.csv,APRIORI,0.05,12375,29166,0.2819361686706543
Data/Online_Retail-formatted-code-number-TOP30.csv,APRIORI,0.01,13489,40546,6.252432107925415
Data/Online_Retail-formatted-code-number-TOP30.csv,APRIORI,0.05,13489,40546,0.8144140243530273
Data/Online_Retail-formatted-code-number-TOP40.csv,APRIORI,0.01,14532,50897,13.70409893989563
Data/Online_Retail-formatted-code-number-TOP40.csv,APRIORI,0.05,14532,50897,1.7649052143096924
Data/RetailScanner-formatted-category-number-TOP10.csv,APRIORI,0.01,32965,44101,0.21947598457336426
Data/RetailScanner-formatted-category-number-TOP10.csv,APRIORI,0.05,32965,44101,0.14432621002197266
Data/RetailScanner-formatted-category-number-TOP20.csv,APRIORI,0.01,41103,65244,1.1392900943756104
Data/RetailScanner-formatted-category-number-TOP20.csv,APRIORI,0.05,41103,65244,0.4541487693786621
Data/RetailScanner-formatted-category-number-TOP30.csv,APRIORI,0.01,48621,80636,2.4707729816436768
Data/RetailScanner-formatted-category-number-TOP30.csv,APRIORI,0.05,48621,80636,0.4135909080505371
Data/RetailScanner-formatted-category-number-TOP40.csv,APRIORI,0.01,51980,90839,4.65503191947937
Data/RetailScanner-formatted-category-number-TOP40.csv,APRIORI,0.05,51980,90839,0.4582247734069824
Data/TVShows-number-TOP10.csv,APRIORI,0.01,6962,14190,0.19165802001953125
Data/TVShows-number-TOP10.csv,APRIORI,0.05,6962,14190,0.05257701873779297
Data/TVShows-number-TOP20.csv,APRIORI,0.01,8276,21638,1.0915710926055908
Data/TVShows-number-TOP20.csv,APRIORI,0.05,8276,21638,0.22185683250427246
Data/TVShows-number-TOP30.csv,APRIORI,0.01,8706,27074,2.2474429607391357
Data/TVShows-number-TOP30.csv,APRIORI,0.05,8706,27074,0.5735399723052979
Data/TVShows-number-TOP40.csv,APRIORI,0.01,8953,30791,3.698601245880127
Data/TVShows-number-TOP40.csv,APRIORI,0.05,8953,30791,0.6785910129547119
Data/Bakery-formatted-number-TOP10.csv,BRUTE FORCE,0.01,8339,13484,0.26581883430480957
Data/Bakery-formatted-number-TOP10.csv,BRUTE FORCE,0.05,8339,13484,0.2488410472869873
Data/Bakery-formatted-number-TOP20.csv,BRUTE FORCE,0.01,9037,16550,290.4818789958954
Data/Bakery-formatted-number-TOP20.csv,BRUTE FORCE,0.05,9037,16550,290.05061316490173
Data/Groceries-formatted-number-TOP10.csv,BRUTE FORCE,0.01,3656,11111,0.15023326873779297
Data/Groceries-formatted-number-TOP10.csv,BRUTE FORCE,0.05,3656,11111,0.14452314376831055
Data/Groceries-formatted-number-TOP20.csv,BRUTE FORCE,0.01,3810,17117,132.77956199645996
Data/Groceries-formatted-number-TOP20.csv,BRUTE FORCE,0.05,3810,17117,132.3699209690094
Data/Market_Basket-number-TOP10.csv,BRUTE FORCE,0.01,5520,11081,0.20200610160827637
Data/Market_Basket-number-TOP10.csv,BRUTE FORCE,0.05,5520,11081,0.20040488243103027
Data/Market_Basket-number-TOP20.csv,BRUTE FORCE,0.01,6536,16602,216.98637580871582
Data/Market_Basket-number-TOP20.csv,BRUTE FORCE,0.05,6536,16602,217.51862215995789
Data/Online_Retail-formatted-code-number-TOP10.csv,BRUTE FORCE,0.01,9604,16868,0.34941816329956055
Data/Online_Retail-formatted-code-number-TOP10.csv,BRUTE FORCE,0.05,9604,16868,0.3436460494995117
Data/Online_Retail-formatted-code-number-TOP20.csv,BRUTE FORCE,0.01,12375,29166,443.4492540359497
Data/Online_Retail-formatted-code-number-TOP20.csv,BRUTE FORCE,0.05,12375,29166,444.7102909088135
Data/RetailScanner-formatted-category-number-TOP10.csv,BRUTE FORCE,0.01,32965,44101,1.2228221893310547
Data/RetailScanner-formatted-category-number-TOP10.csv,BRUTE FORCE,0.05,32965,44101,1.1945888996124268
Data/RetailScanner-formatted-category-number-TOP20.csv,BRUTE FORCE,0.01,41103,65244,1416.911388874054
Data/RetailScanner-formatted-category-number-TOP20.csv,BRUTE FORCE,0.05,41103,65244,1402.0813899040222
Data/TVShows-number-TOP10.csv,BRUTE FORCE,0.01,6962,14190,0.2869410514831543
Data/TVShows-number-TOP10.csv,BRUTE FORCE,0.05,6962,14190,0.2837378978729248
Data/TVShows-number-TOP20.csv,BRUTE FORCE,0.01,8276,21638,308.4280607700348
Data/TVShows-number-TOP20.csv,BRUTE FORCE,0.05,8276,21638,309.14002108573914
